Name,Ingredients,Category
Product 138,"Iron Oxides, Ethylhexyl Palmitate, Ascorbic Acid (Vitamin C), Polysorbate 60, Keratin Amino Acids, Ceramide EOP, Hydrolyzed Keratin, Candelilla Wax (Euphorbia Cerifera), Yellow 5 Lake (CI 19140), Glycerin, Tinosorb S - a chemical UV filter, Aloe Barbadensis Leaf Extract, Shea Butter (Butyrospermum Parkii), Octyldodecyl Stearoyl Stearate, Lauryl Glucoside, PEG-100 Stearate, Polyethylene (as a scrubbing agent), Benzophenone-1",toxic
Product 139,"Allantoin, Dimethicone, Carbomer, Titanium Dioxide - a physical (mineral) UV filter, Avobenzone - a chemical UV filter, Niacinamide (Vitamin B3), PEG-40 Hydrogenated Castor Oil, PVP/VA Copolymer, Sorbitan Isostearate, Arginine, Retinyl Palmitate (Vitamin A), Lauroyl Lysine, Petrolatum, Ceteareth-20, Lauryl PEG/PPG-18/18 Methicone, Urea, Tinosorb M - a chemical UV filter, Hydrolyzed Oat Protein, Beeswax (Cera Alba)",toxic
Product 140,"PEG-7 Glyceryl Cocoate, Shea Butter (Butyrospermum Parkii), Polyethylene (as a scrubbing agent), Ethylhexylglycerin, Trehalose, Lauryl Glucoside, Trideceth-6, Avocado Oil, Ceteareth-12, Propylene Carbonate",toxic
Product 141,"Red 7 Lake (CI 15850), Dimethicone, Calcium Carbonate, Sorbitan Isostearate, Red 40 Lake (CI 16035), Creatine, Cetyl Alcohol, Disteardimonium Hectorite, Simmondsia Chinensis (Jojoba) Seed Oil, Silica, Methacrylate Copolymer, Uvinul T 150 - a chemical UV filter, Cyclomethicone, Phenoxyethanol, Propylene Glycol, Hydrolyzed Oat Protein, Trimethylsiloxysilicate, Hydroxycitronellal, Coumarin, PVP (Polyvinylpyrrolidone)",clean
Product 142,"Tinosorb S - a chemical UV filter, Potassium Sorbate, Cocoa Butter (Theobroma Cacao), Polyethylene, Butyl Methoxydibenzoylmethane - a chemical UV filter, Butane, Castor Seed Oil (Ricinus Communis), Butyrospermum Parkii (Shea Butter), Microcrystalline Wax, Avocado Oil, Shea Butter (Butyrospermum Parkii), Polyglyceryl-4 Isostearate, Sweet Almond Oil, Isopropyl Alcohol, PEG-40 Hydrogenated Castor Oil, Sorbitan Olivate, Lauroyl Lysine, Creatine, Tocopherol",toxic
Product 143,"Ethylhexyl Methoxycinnamate, VP/VA Copolymer, Glycerin, Disodium EDTA, Boron Nitride, Theobroma Cacao (Cocoa) Seed Butter, Butylene Glycol, Ethyl Tosylamide, Stearic Acid, Jojoba Esters",clean
Product 144,"Octinoxate - a chemical UV filter, Polyglyceryl-4 Isostearate, Alpha-Isomethyl Ionone, Lavandula Angustifolia (Lavender) Oil, Alumina, Sodium Chloride, Ethylhexyl Palmitate, Sodium Hydroxide, Cinnamyl Alcohol, Mica, Tinosorb M - a chemical UV filter, Apricot Seed Powder (Prunus Armeniaca), Argania Spinosa Kernel Oil, Aloe Barbadensis Leaf Juice, Panthenol (Provitamin B5), Microcrystalline Wax",clean
Product 145,"Shea Butter (Butyrospermum Parkii), PEG-10 Dimethicone, Avocado Oil, Avobenzone - a chemical UV filter, Butylene Glycol, Red 40 Lake (CI 16035), Benzophenone-1, Chamomilla Recutita (Matricaria) Flower Extract, Chromium Oxide Greens (CI 77288), Benzyl Benzoate, Sodium Laureth Sulfate",toxic
Product 146,"Polysorbate 60, Panthenol (Provitamin B5), Lauryl Glucoside, Ethyl Tosylamide, Panthenyl Ethyl Ether, Blue 1 Lake (CI 42090), C12-15 Alkyl Benzoate, Aloe Barbadensis Leaf Extract, Triethoxycaprylylsilane, Trimethyl Pentanyl Diisobutyrate, Boron Nitride, Iron Oxides, PEG-8 Dimethicone, Cyclopentasiloxane, Polyquaternium-69, Lecithin, Hydrolyzed Collagen",toxic
Product 147,"Propylene Carbonate, Talc, Polyquaternium-7, Hydrogenated Polyisobutene, Tocopheryl Acetate (Vitamin E), Cocamide MEA, Lavandula Angustifolia (Lavender) Oil, Trehalose, Cocos Nucifera (Coconut) Oil, Citric Acid, Zinc Oxide - a physical (mineral) UV filter, Avobenzone - a chemical UV filter",clean
Product 148,"Octocrylene - a chemical UV filter, Ceteareth-12, PEG-8 Dimethicone, Serine, Kaolin, Palmitic Acid, Red 6 Lake (CI 15850), Cetyl PEG/PPG-10/1 Dimethicone, Octisalate - a chemical UV filter, Bisabolol, Keratin Amino Acids, Simmondsia Chinensis (Jojoba) Seed Oil, Styrene/Acrylates Copolymer",toxic
Product 149,"Cyclopentasiloxane, Panthenol (Provitamin B5), Tinosorb S - a chemical UV filter, Lanolin, Uvinul A Plus - a chemical UV filter, Ceramide EOP, Bisabolol, Diethylhexyl Carbonate, Hexyl Cinnamal, Hydrolyzed Corn Protein, Dimethiconol, Petrolatum, Bemotrizinol - a chemical UV filter, Walnut Shell Powder (Juglans Regia), Cyclopentasiloxane",clean
Product 150,"Benzyl Salicylate, Octocrylene - a chemical UV filter, Cyclopentasiloxane, Calcium Carbonate, Acacia Senegal Gum, Zinc Oxide, Magnesium Myristate, Sorbitan Sesquioleate, Ammonium Lauryl Sulfate, Stearyl Alcohol, Butyl Acetate, Silk Amino Acids, Quaternium-18",toxic
Product 151,"Butylene Glycol, Lanolin, Hydrogenated Polyisobutene, Caprylic/Capric Triglyceride, Microcrystalline Wax, Octyldodecanol, Cetearyl Alcohol, Lanolin Oil, Uvinul A Plus - a chemical UV filter, Isopropyl Palmitate, Phenoxyethanol, Hyaluronic Acid, Aluminum Powder, Cyclopentasiloxane, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Ethylhexyl Methoxycinnamate - a chemical UV filter, Beeswax (Cera Alba), Jojoba Esters, Ferric Ammonium Ferrocyanide, Polyglyceryl-2 Triisostearate",clean
Product 152,"Silk Amino Acids, Sodium Chloride, Castor Seed Oil (Ricinus Communis), Butane, Sodium Benzoate, PEG-7 Glyceryl Cocoate, Allantoin, Stearic Acid, Lanolin, Lecithin, Octisalate - a chemical UV filter, Polysorbate 60, Sodium Hyaluronate, Glycerin, Beeswax (Cera Alba)",toxic
Product 153,"Ethylhexyl Palmitate, Sodium Lauryl Sulfate, Glyceryl Stearate, Sodium Hyaluronate, Caprylyl Glycol, Butyl Acetate, Stearalkonium Hectorite, Amodimethicone, Petrolatum, Polyquaternium-4, Hydrolyzed Oat Protein, Glycerin, Trimethyl Pentanyl Diisobutyrate, Helianthus Annuus (Sunflower) Seed Oil, Uvinul T 150 - a chemical UV filter, Calcium Aluminum Borosilicate, Disodium Laureth Sulfosuccinate, Dimethicone/Vinyl Dimethicone Crosspolymer",clean
Product 154,"Cocamide DEA, Disodium Laureth Sulfosuccinate, Hydrolyzed Collagen, Polymethyl Methacrylate, Butyrospermum Parkii (Shea Butter), Squalane, Beeswax (Cera Alba), Iron Oxides, Alumina, Polysorbate 20, Phytosphingosine, Ceteareth-20, Panthenyl Ethyl Ether, Limonene, Sodium Benzoate, Lecithin, Sorbitan Stearate, Hyaluronic Acid, Ethylhexyl Salicylate",clean
Product 155,"Cocoa Butter (Theobroma Cacao), Tocopheryl Acetate (Vitamin E), Isobutyl Acetate, Cocamide MEA, Hydrolyzed Rice Protein, Polyethylene Terephthalate, Hyaluronic Acid, Carbomer, Sodium Lauroyl Sarcosinate, Mica, Glycerin, Cetearyl Alcohol, Cetearyl Alcohol, Keratin Amino Acids, Hydrolyzed Jojoba Esters",toxic
Product 156,"Avocado Oil, Sorbitan Oleate, Phytosphingosine, Butylene Glycol, Sorbitan Olivate, Ceramide EOP, Octyldodecanol, Lecithin, Calcium Sodium Borosilicate, Acetone, Potassium Sorbate, Polysorbate 80, Hydrolyzed Collagen, Arginine, Mexoryl SX - a chemical UV filter, Candelilla Wax (Euphorbia Cerifera), Polyethylene Terephthalate, Lanolin",toxic
Product 157,"Titanium Dioxide - a physical (mineral) UV filter, Propylene Glycol, Stearyl Alcohol, Avobenzone - a chemical UV filter, Carmine (CI 75470), Polysorbate 20, Polyethylene, Propylene Glycol, Jojoba Oil, Hydrolyzed Elastin, Octocrylene - a chemical UV filter, Sodium Hyaluronate",toxic
Product 158,"Lavandula Angustifolia (Lavender) Oil, Dimethicone/Vinyl Dimethicone Crosspolymer, Polymethyl Methacrylate, Guar Hydroxypropyltrimonium Chloride, Mexoryl SX - a chemical UV filter, Stearic Acid, Sodium Hydroxide, Stearyl Alcohol, Titanium Dioxide, Serine, Acacia Senegal Gum, Uvinul T 150 - a chemical UV filter, Behentrimonium Chloride, Cocamide MEA, Aloe Barbadensis Leaf Juice, Hydrogenated Polyisobutene, Ethyl Tosylamide",clean
Product 159,"Tocopheryl Acetate (Vitamin E), Dimethicone/Vinyl Dimethicone Crosspolymer, Ethylhexyl Salicylate, Sorbitan Sesquioleate, Zinc Oxide, Butylene Glycol, Kaolin, Sodium Lauryl Sulfate, Glycol Distearate, Phenoxyethanol, Oxybenzone - a chemical UV filter, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Iron Oxides (CI 77491, CI 77492, CI 77499), Tinosorb S - a chemical UV filter, Beeswax (Cera Alba)",toxic
Product 160,"Hydroxypropyltrimonium Hydrolyzed Wheat Protein, Octisalate - a chemical UV filter, Stearic Acid, Isobutyl Acetate, Hydrolyzed Soy Protein, Polysorbate 60, Iron Oxides (CI 77499) - for black pigment, Sorbitan Isostearate, Iron Oxides (CI 77491, CI 77492, CI 77499), Jojoba Esters, Isopropyl Alcohol, Cetyl Alcohol, Behentrimonium Chloride",clean
Product 161,"Sunflower Seed Oil (Helianthus Annuus), Chamomilla Recutita (Matricaria) Flower Extract, Squalane, Polyquaternium-10, Stearalkonium Bentonite, Tocopheryl Acetate (Vitamin E), Butylene Glycol, Hexyl Cinnamal, Ultramarines (CI 77007), PEG-40 Hydrogenated Castor Oil",toxic
Product 162,"Jojoba Esters, Allantoin, PEG-100 Stearate, Cetyl PEG/PPG-10/1 Dimethicone, Lauryl PEG/PPG-18/18 Methicone, Polyquaternium-4, Octyldodecanol, Nitrocellulose, Hydrolyzed Oat Protein, Chromium Oxide Greens (CI 77288), Hydrolyzed Jojoba Esters, Acrylates Copolymer, Octisalate - a chemical UV filter, Titanium Dioxide - a physical (mineral) UV filter, Benzophenone-1, Aluminum Powder, Sorbitan Isostearate, Cholesterol, Uvinul A Plus - a chemical UV filter",toxic
Product 163,"Butylphenyl Methylpropional, Stearyl Alcohol, Benzophenone-3, Ferric Ferrocyanide (CI 77510), Octisalate - a chemical UV filter, Nitrocellulose, Panthenyl Ethyl Ether, PVP (Polyvinylpyrrolidone), Hydrolyzed Oat Protein, Butylene Glycol, Polysorbate 20, Cholesterol, PEG-40 Hydrogenated Castor Oil, Sodium Hyaluronate, Beeswax (Cera Alba), Tocopheryl Acetate (Vitamin E), Alumina, Retinyl Palmitate (Vitamin A)",toxic
Product 164,"Argania Spinosa Kernel Oil, Magnesium Stearate, Trideceth-6, Ethyl Acetate, Shea Butter (Butyrospermum Parkii), Octocrylene - a chemical UV filter, Red 40 Lake (CI 16035), Red 7 Lake (CI 15850), Apricot Seed Powder (Prunus Armeniaca), Cyclomethicone, PEG-8 Dimethicone, Isopropyl Alcohol, Zinc Oxide, Polyquaternium-55, Zinc Oxide - a physical (mineral) UV filter, Decyl Glucoside, Citric Acid, Sodium Lauryl Sulfate, Hydrolyzed Oat Protein",toxic
Product 165,"Benzophenone-4, Squalane, Alpha-Isomethyl Ionone, Sweet Almond Oil, Sunflower Seed Oil (Helianthus Annuus), Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Blue 1 Lake (CI 42090), Caprylic/Capric Triglyceride, Polyethylene (as a scrubbing agent), Simmondsia Chinensis (Jojoba) Seed Oil, Aluminum Powder, Polysorbate 20, Tocopherol, Ethylhexyl Methoxycinnamate - a chemical UV filter, Oxybenzone - a chemical UV filter, Ethylhexyl Methoxycinnamate, Ceteareth-20, Polyvinylpyrrolidone (PVP)",toxic
Product 166,"Cyclopentasiloxane, Octinoxate - a chemical UV filter, Hydrolyzed Keratin, Benzophenone-1, Aloe Barbadensis Leaf Juice, Jojoba Esters, Cyclomethicone, Ethylhexyl Palmitate, Zinc Stearate, Candelilla Wax (Euphorbia Cerifera), Hexyl Cinnamal, Phenoxyethanol, Ceramide EOP, PVP/VA Copolymer, Hydrolyzed Oat Protein, Hydrolyzed Elastin, VP/VA Copolymer",toxic
Product 167,"PEG-100 Stearate, Creatine, Methicone, Trideceth-6, Polyquaternium-11, Petrolatum, Triethoxycaprylylsilane, Propylene Glycol, Octocrylene - a chemical UV filter, Tocopherol, Ascorbic Acid (Vitamin C), Cocos Nucifera (Coconut) Oil",toxic
Product 168,"Red 27 Lake (CI 45410), Isopropyl Myristate, Phytosphingosine, Hydrolyzed Elastin, Glycol Distearate, Ceteareth-20, Xanthan Gum, Alpha-Isomethyl Ionone, Isobutane, Ethyl Tosylamide, Trimethyl Pentanyl Diisobutyrate, Linalool, Sodium Benzoate, Homosalate - a chemical UV filter, Hydroxycitronellal, Retinyl Palmitate (Vitamin A), Triethoxycaprylylsilane, Jojoba Seed Oil (Simmondsia Chinensis), Stearic Acid, Polyglyceryl-2 Triisostearate",toxic
Product 169,"VP/VA Copolymer, Sodium Hyaluronate, Triphenyl Phosphate (TPP), Palmitic Acid, Glycol Distearate, Isododecane, Synthetic Fluorphlogopite, Allantoin, Calcium Carbonate, Iron Oxides (CI 77499) - for black pigment, Lecithin, Ascorbic Acid (Vitamin C), PEG-8 Dimethicone, Sorbitan Sesquioleate, Benzyl Benzoate, Hydrolyzed Jojoba Esters",toxic
Product 170,"Xanthan Gum, Oxybenzone - a chemical UV filter, Cocamide MEA, Butylene Glycol, Magnesium Myristate, Sodium Chloride, Sodium Hyaluronate, Xanthan Gum, Ceramide NP, Lecithin, Sorbitan Olivate, Blue 1 Lake (CI 42090), Wheat Amino Acids",toxic
Product 171,"Cetrimonium Chloride, BHT (Butylated Hydroxytoluene), Isopropyl Alcohol, Sodium Hydroxide, Isobutyl Acetate, Hydrolyzed Corn Protein, Jojoba Seed Oil (Simmondsia Chinensis), Butane, Butyl Methoxydibenzoylmethane - a chemical UV filter, Sorbitan Oleate, Octinoxate - a chemical UV filter, Cocamidopropyl Betaine, Sodium Laureth Sulfate, Arginine, Hydrolyzed Wheat Protein, Polyethylene (as a scrubbing agent), Ethyl Acetate, Guar Hydroxypropyltrimonium Chloride, Kaolin",toxic
Product 172,"Red 6 Lake (CI 15850), Avocado Oil, Cyclopentasiloxane, Glycol Distearate, Sorbitan Stearate, Hydrolyzed Elastin, Cholesterol, Octisalate - a chemical UV filter, Isododecane, Stearic Acid, Tin Oxide, Retinyl Palmitate (Vitamin A), Polybutene, Polyquaternium-4, Squalane, Ascorbic Acid (Vitamin C), Ethyl Acetate, Acetone, Zinc Stearate",clean
Product 173,"Glycerin, Cetyl Alcohol, Limonene, Dicaprylyl Ether, Avobenzone - a chemical UV filter, Behentrimonium Chloride, Xanthan Gum, Hydrogenated Polyisobutene, Boron Nitride, Hydrolyzed Soy Protein, Stearic Acid, Ethylhexylglycerin, Blue 1 Lake (CI 42090), Magnesium Sulfate, Sodium Lauroyl Sarcosinate",clean
Product 174,"Ammonium Lauryl Sulfate, Butyrospermum Parkii (Shea Butter), BHT (Butylated Hydroxytoluene), Polysorbate 60, Iron Oxides, Paraffin, Polyethylene (as a scrubbing agent), Mexoryl SX - a chemical UV filter, Ozokerite, Sorbitan Sesquioleate, Palmitic Acid, Sorbitan Oleate, Hydroxypropyltrimonium Hydrolyzed Wheat Protein",toxic
Product 175,"Avobenzone - a chemical UV filter, Polyquaternium-4, Disodium EDTA, Persea Gratissima (Avocado) Oil, Palmitic Acid, Lavandula Angustifolia (Lavender) Oil, Polymethyl Methacrylate, Jojoba Seed Oil (Simmondsia Chinensis), Isopropyl Myristate, Jojoba Esters, Tinosorb M - a chemical UV filter",clean
Product 176,"Blue 1 Lake (CI 42090), Cinnamyl Alcohol, Polybutene, Sodium Laureth Sulfate, Urea, Cetearyl Alcohol, Potassium Sorbate, Niacinamide (Vitamin B3), Homosalate - a chemical UV filter, Jojoba Seed Oil (Simmondsia Chinensis), Isostearyl Alcohol, PEG-7 Glyceryl Cocoate, Polyquaternium-4, Diethylhexyl Carbonate",toxic
Product 177,"Sodium Hyaluronate, Hexyl Laurate, Quaternium-18, Carbomer, Benzyl Salicylate, Sweet Almond Oil, Stearalkonium Bentonite, Water (Aqua), Sorbitan Isostearate, Aluminum Powder",clean
Product 178,"Zinc Stearate, Lauroyl Lysine, Stearamidopropyl Dimethylamine, Avocado Oil, Water (Aqua), Tinosorb M - a chemical UV filter, Methacrylate Copolymer, Hydrolyzed Oat Protein, Ethylhexyl Methoxycinnamate - a chemical UV filter, Polymethyl Methacrylate, Allantoin, Glycerin, Sunflower Seed Oil (Helianthus Annuus), Lavandula Angustifolia (Lavender) Oil, Iron Oxides",clean
Product 179,"Disodium Laureth Sulfosuccinate, Trimethylsiloxysilicate, Water (Aqua), Lauroyl Lysine, Wheat Amino Acids, Hydroxypropyltrimonium Hydrolyzed Wheat Protein, Hydrolyzed Keratin, Ceteareth-20, Castor Seed Oil (Ricinus Communis), Simmondsia Chinensis (Jojoba) Seed Oil, Polyquaternium-10, Yellow 5 Lake (CI 19140), Shea Butter (Butyrospermum Parkii), Jojoba Oil, Lecithin",clean
Product 180,"Octocrylene, Butyrospermum Parkii (Shea Butter), Argania Spinosa Kernel Oil, Phytosphingosine, Olea Europaea (Olive) Fruit Oil, Cetearyl Alcohol, Hydrogenated Polydecene, PEG-10 Dimethicone, Magnesium Myristate, Butane, Camphor, Acacia Senegal Gum",toxic
Product 181,"Jojoba Esters (as a scrubbing agent), Calcium Sodium Borosilicate, Persea Gratissima (Avocado) Oil, Aloe Barbadensis Leaf Extract, Boron Nitride, Trideceth-6, Ultramarines (CI 77007), Alumina, Isostearyl Alcohol, Sodium Lauryl Sulfate, Cholesterol, Silk Amino Acids, Red 7 Lake (CI 15850), Olea Europaea (Olive) Fruit Oil",clean
Product 182,"Guar Hydroxypropyltrimonium Chloride, Theobroma Cacao (Cocoa) Seed Butter, Phytosphingosine, Glycol Distearate, PEG-40 Hydrogenated Castor Oil, Chromium Oxide Greens (CI 77288), Mexoryl SX - a chemical UV filter, Urea, Sodium Hydroxide, Cyclomethicone",toxic
Product 183,"Glycerin, Xanthan Gum, Behentrimonium Chloride, Cocamide DEA, Silica Dimethyl Silylate, Zinc Oxide, Lauryl PEG/PPG-18/18 Methicone, Red 7 Lake (CI 15850), Polyquaternium-69, Butylene Glycol, Hydrolyzed Rice Protein, Ethylhexylglycerin, Isobutane, Mexoryl XL - a chemical UV filter, Butylphenyl Methylpropional, Stearalkonium Bentonite, Oxybenzone - a chemical UV filter",toxic
Product 184,"Mica, Tosylamide/Formaldehyde Resin, Red 6 Lake (CI 15850), Polybutene, Isobutane, Cocoa Butter (Theobroma Cacao), Mexoryl SX - a chemical UV filter, Citric Acid, Disodium Laureth Sulfosuccinate, Styrene/Acrylates Copolymer, Squalane",toxic
Product 185,"Tocopheryl Acetate (Vitamin E), Carbomer, Lauryl Glucoside, PEG-12 Dimethicone, Theobroma Cacao (Cocoa) Seed Butter, Panthenyl Ethyl Ether, Helianthus Annuus (Sunflower) Seed Oil, Polyquaternium-7, Shea Butter (Butyrospermum Parkii), Octinoxate - a chemical UV filter, Behentrimonium Chloride, Sweet Almond Oil, Argania Spinosa Kernel Oil, Lanolin, Bismuth Oxychloride, Glycerin, Quaternium-18, Chamomilla Recutita (Matricaria) Flower Extract",toxic
Product 186,"Polyquaternium-4, Glycol Distearate, Cocamide DEA, Cocamide MEA, Propylene Glycol, Apricot Seed Powder (Prunus Armeniaca), Phenoxyethanol, Olive Fruit Oil (Olea Europaea), Polysorbate 20, Trimethylsiloxysilicate, Glycidyl Methacrylate, Yellow 5 Lake (CI 19140), Sorbitan Oleate, Red 27 Lake (CI 45410), Hydroxycitronellal, Bemotrizinol - a chemical UV filter, Linalool, Caprylyl Glycol, Keratin Amino Acids",clean
Product 187,"Epoxy Resin, Polyquaternium-7, Lauryl Glucoside, Red 7 Lake (CI 15850), Ceteareth-12, Petrolatum, Argania Spinosa Kernel Oil, Yellow 5 Lake (CI 19140), Pentaerythrityl Tetra-Di-t-Butyl Hydroxyhydrocinnamate, Tocopherol, Benzophenone-1, Stearyl Alcohol, Jojoba Oil",toxic
Product 188,"Epoxy Resin, BHT (Butylated Hydroxytoluene), Sorbitan Oleate, Butyrospermum Parkii (Shea Butter), Glycerin, Ozokerite, Wheat Amino Acids, Lanolin Oil, Uvinul T 150 - a chemical UV filter, Cetyl Alcohol, Hexyl Cinnamal, Phenoxyethanol, Ascorbic Acid (Vitamin C), Polyquaternium-55, Hydrogenated Polyisobutene, Red 27 Lake (CI 45410)",toxic
Product 189,"Ethyl Acetate, Xanthan Gum, Polyquaternium-4, Hydrolyzed Corn Protein, Benzophenone-4, Polyquaternium-7, PEG-40 Hydrogenated Castor Oil, Avocado Oil (Persea Gratissima), Blue 1 Lake (CI 42090), Triphenyl Phosphate (TPP), Isostearyl Alcohol, Aloe Barbadensis Leaf Juice, Argania Spinosa Kernel Oil, Butylene Glycol",toxic
Product 190,"Isododecane, Mexoryl SX - a chemical UV filter, Jojoba Oil, Avobenzone - a chemical UV filter, Sunflower Seed Oil (Helianthus Annuus), Decyl Glucoside, Coumarin, Octinoxate - a chemical UV filter, Isobutyl Acetate, Glycerin, PVP (Polyvinylpyrrolidone), Tin Oxide, Octyldodecanol, Cyclohexasiloxane, Ceramide EOP, Hydrolyzed Keratin, Aloe Barbadensis Leaf Juice, Sodium Hydroxide, Nitrocellulose",clean
Product 191,"Lauryl PEG/PPG-18/18 Methicone, Arginine, Squalane, Hydrolyzed Wheat Protein, Magnesium Myristate, Mexoryl SX - a chemical UV filter, Petrolatum, Glycerin, BHT (Butylated Hydroxytoluene), Hydroxyethylcellulose, Apricot Seed Powder (Prunus Armeniaca), Polyquaternium-4",toxic
Product 192,"Ultramarines (CI 77007), Polyvinyl Butyral, Trehalose, Lauroyl Lysine, Chromium Oxide Greens (CI 77288), Cocamidopropyl Betaine, Polyvinylpyrrolidone (PVP), Walnut Shell Powder (Juglans Regia), Ferric Ammonium Ferrocyanide, Polysorbate 20",clean
Product 193,"Octyldodecyl Stearoyl Stearate, Hydrolyzed Silk, Polysorbate 20, Cocoa Butter (Theobroma Cacao), Benzophenone-3, Hydroxyethylcellulose, PEG-7 Glyceryl Cocoate, Butyl Methoxydibenzoylmethane - a chemical UV filter, Hydroxycitronellal, PVP (Polyvinylpyrrolidone), Silica",toxic
Product 194,"Hydrogenated Polyisobutene, Stearyl Alcohol, Polyglyceryl-4 Isostearate, Cinnamyl Alcohol, Propane, Dicaprylyl Ether, Cyclohexasiloxane, Acetone, Glycerin, Hydrolyzed Rice Protein, Dimethicone, Cyclopentasiloxane, Cholesterol",clean
Product 195,"Stearalkonium Bentonite, Hyaluronic Acid, Isopropyl Palmitate, Mexoryl SX - a chemical UV filter, Jojoba Esters, Coumarin, VP/VA Copolymer, Carbomer, Sodium Lauryl Sulfate, Alumina, Ethyl Acetate, Polyquaternium-7, PEG-100 Stearate, Camphor, Tinosorb S - a chemical UV filter, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Chromium Oxide Greens (CI 77288), Magnesium Sulfate, Zinc Stearate, Sorbitan Isostearate",toxic
Product 196,"Hydroxyethylcellulose, Disodium Laureth Sulfosuccinate, Arginine, Potassium Sorbate, Butyl Methoxydibenzoylmethane - a chemical UV filter, Ferric Ferrocyanide (CI 77510), Hexyl Laurate, Stearalkonium Hectorite, Aloe Barbadensis Leaf Juice, Sodium Cocoyl Isethionate, Cyclopentasiloxane, Cinnamyl Alcohol, Isopropyl Alcohol, Polyglyceryl-4 Isostearate, Ceramide AP",clean
Product 197,"Water (Aqua), Octocrylene - a chemical UV filter, Dimethyl Ether, Urea, Styrene/Acrylates Copolymer, Castor Seed Oil (Ricinus Communis), Acacia Senegal Gum, Polyglyceryl-4 Isostearate, Sorbitan Oleate, Blue 1 Lake (CI 42090), Ammonium Laureth Sulfate, Nitrocellulose",toxic
Product 198,"Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Acrylates Copolymer, Polyethylene, Trideceth-6, Stearalkonium Bentonite, Bisabolol, Ferric Ferrocyanide (CI 77510), Chromium Oxide Greens (CI 77288), Magnesium Sulfate, Octyldodecanol, Diethylhexyl Carbonate, Quaternium-18, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Propane, Ethylhexyl Salicylate, Argania Spinosa Kernel Oil",toxic
Product 199,"Zinc Oxide, Camphor, Bismuth Oxychloride, Tin Oxide, Isopropyl Myristate, Sodium Lauryl Sulfate, Shea Butter (Butyrospermum Parkii), Carmine (CI 75470), Cinnamyl Alcohol, Arginine, Octocrylene, Propane, Jojoba Oil, Alpha-Isomethyl Ionone, Trimethylsiloxyamodimethicone, Isopropyl Palmitate, Disteardimonium Hectorite",toxic
Product 200,"PEG-40 Hydrogenated Castor Oil, Niacinamide (Vitamin B3), Potassium Sorbate, Calcium Carbonate, Flavor, Butyrospermum Parkii (Shea Butter), Sodium Lauroyl Sarcosinate, Ethylhexyl Methoxycinnamate - a chemical UV filter, Creatine, Acetone, Red 40 Lake (CI 16035)",toxic
Product 201,"Magnesium Myristate, Stearamidopropyl Dimethylamine, Polyquaternium-69, Pentaerythrityl Tetra-Di-t-Butyl Hydroxyhydrocinnamate, Caprylyl Glycol, Magnesium Stearate, Trimethyl Pentanyl Diisobutyrate, Octinoxate - a chemical UV filter, Retinyl Palmitate (Vitamin A), Ultramarines (CI 77007), Squalane, Ceteareth-20, Aluminum Powder, Hydrolyzed Soy Protein, Allantoin",clean
Product 202,"Triphenyl Phosphate (TPP), Cocamide DEA, Hexyl Cinnamal, Hydrolyzed Silk, Sodium Hyaluronate, Sodium Benzoate, Hydroxyethylcellulose, Glycidyl Methacrylate, Theobroma Cacao (Cocoa) Seed Butter, Polyquaternium-69, Polyquaternium-4, Titanium Dioxide, Jojoba Oil, Propylene Glycol, Hydrolyzed Soy Protein",clean
Product 203,"Homosalate - a chemical UV filter, Polysorbate 80, VP/VA Copolymer, Lauryl PEG/PPG-18/18 Methicone, Hydrolyzed Rice Protein, Ceteareth-20, Epoxy Resin, Bisabolol, Glycerin, Ethyl Acetate, Ethylhexyl Methoxycinnamate - a chemical UV filter, Retinyl Palmitate (Vitamin A), Lauroyl Lysine, Keratin Amino Acids, Polyvinyl Butyral, Bismuth Oxychloride, Octocrylene - a chemical UV filter, Ethylhexyl Methoxycinnamate, Wheat Amino Acids",toxic
Product 204,"Stearalkonium Hectorite, Ceramide NP, Petrolatum, Synthetic Fluorphlogopite, Ceramide EOP, Dimethicone, Jojoba Esters (as a scrubbing agent), Stearic Acid, Wheat Amino Acids, Creatine, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Methacrylate Copolymer, Hyaluronic Acid, Allantoin, Phenoxyethanol, Isostearyl Alcohol",toxic
Product 205,"Ascorbyl Palmitate (Vitamin C), Glycerin, Chamomilla Recutita (Matricaria) Flower Extract, Ceteareth-12, Silica Dimethyl Silylate, Hexyl Laurate, Arginine, Glycerin, Propylene Glycol, Calcium Sodium Borosilicate, Styrene/Acrylates Copolymer, Disodium EDTA, Epoxy Resin, Ceramide EOP",clean
Product 206,"Avocado Oil, Trimethylsiloxyamodimethicone, Calcium Pantothenate, Decyl Glucoside, Phytosphingosine, Butylphenyl Methylpropional, Lanolin, Polyquaternium-10, Tin Oxide, Polyquaternium-37, Polysorbate 20, Homosalate - a chemical UV filter, Chamomilla Recutita (Matricaria) Flower Extract, Keratin Amino Acids, Ceteareth-20, Silica Dimethyl Silylate, PEG-7 Glyceryl Cocoate, Red 27 Lake (CI 45410)",toxic
